# tileset id image w h tiles(per-icon class: c=Sand/Clear g=Dune/Rough/Transition r=Concrete/Road k=Rock/Cliff T=Spice/SpiceSand w=Water) frames(comma list of tile indices into the R8 tileset, row-major over w*h)
arrakis 0 BLOXBASE 1 1 T 0,8,9,48,49,50,51,52,68,69,70,71,72
arrakis 1 BLOXBASE 2 2 cggg 10,11,30,31
arrakis 2 BLOXBASE 2 2 kgkg 12,13,32,33
arrakis 3 BLOXBASE 2 2 kgkg 14,15,34,35
arrakis 4 BLOXBASE 2 2 cggg 16,17,36,37
arrakis 5 BLOXBASE 2 2 gcgg 18,19,38,39
arrakis 6 BLOXBASE 2 2 gggc 58,59,78,79
arrakis 7 BLOXBASE 2 2 ggcg 56,57,76,77
arrakis 8 BLOXBASE 2 2 kkkk 54,55,74,75
arrakis 9 BLOXBASE 1 2 gg 53,73
arrakis 10 BLOXBASE 2 2 kgkc 98,99,118,119
arrakis 11 BLOXBASE 2 2 kkkk 138,139,158,159
arrakis 12 BLOXBASE 2 2 kkkk 136,137,156,157
arrakis 13 BLOXBASE 2 2 kkkk 134,135,154,155
arrakis 14 BLOXBASE 2 2 ckkk 132,133,152,153
arrakis 15 BLOXBASE 2 2 kckk 130,131,150,151
arrakis 16 BLOXBASE 2 2 kkck 128,129,148,149
arrakis 17 BLOXBASE 2 2 kckc 126,127,146,147
arrakis 18 BLOXBASE 2 2 kkkc 124,125,144,145
arrakis 19 BLOXBASE 2 2 kkkk 122,123,142,143
arrakis 20 BLOXBASE 2 2 kkkk 120,121,140,141
arrakis 21 BLOXBASE 2 2 gggg 178,179,198,199
arrakis 22 BLOXBASE 2 2 kggc 176,177,196,197
arrakis 23 BLOXBASE 2 2 ggkk 174,175,194,195
arrakis 24 BLOXBASE 2 2 kgkg 172,173,192,193
arrakis 25 BLOXBASE 2 2 kkgk 170,171,190,191
arrakis 26 BLOXBASE 2 2 kkkk 168,169,188,189
arrakis 27 BLOXBASE 2 2 kgkg 166,167,186,187
arrakis 28 BLOXBASE 2 2 gggg 164,165,184,185
arrakis 29 BLOXBASE 2 2 kkcc 162,163,182,183
arrakis 30 BLOXBASE 2 2 kkcc 160,161,180,181
arrakis 31 BLOXBASE 2 3 kkkkkk 202,203,222,223,242,243
arrakis 32 BLOXBASE 2 2 gggg 260,261,280,281
arrakis 33 BLOXBASE 2 3 kckkkk 200,201,220,221,240,241
arrakis 34 BLOXBASE 2 3 kckkcc 204,205,224,225,244,245
arrakis 35 BLOXBASE 2 3 gkkkcc 206,207,226,227,246,247
arrakis 36 BLOXBASE 2 2 gggg 262,263,282,283
arrakis 37 BLOXBASE 2 2 ggcg 264,265,284,285
arrakis 38 BLOXBASE 2 2 ckkk 85,86,105,106
arrakis 39 BLOXBASE 2 2 kkgc 87,88,107,108
arrakis 40 BLOXBASE 2 2 kkck 89,90,109,110
arrakis 41 BLOXBASE 2 2 kkkk 91,92,111,112
arrakis 42 BLOXBASE 2 2 kkkk 93,94,113,114
arrakis 43 BLOXBASE 2 2 kkkk 95,96,115,116
arrakis 44 BLOXBASE 2 2 gggc 218,219,238,239
arrakis 45 BLOXBASE 2 2 cggg 258,259,278,279
arrakis 46 BLOXBASE 2 2 gggg 256,257,276,277
arrakis 47 BLOXBASE 2 2 kkgg 216,217,236,237
arrakis 48 BLOXBASE 2 2 kkcg 214,215,234,235
arrakis 49 BLOXBASE 3 2 ckkkkg 211,212,213,231,232,233
arrakis 50 BLOXBASE 3 2 kkgckk 251,252,253,271,272,273
arrakis 51 BLOXBASE 3 2 kkkkkc 248,249,250,268,269,270
arrakis 52 BLOXBASE 3 2 kkkkkk 208,209,210,228,229,230
arrakis 53 BLOXBASE 2 2 cggg 266,267,286,287
arrakis 58 BLOXBASE 1 1 g 322
arrakis 59 BLOXBASE 1 1 k 302
arrakis 60 BLOXBASE 1 1 c 288
arrakis 61 BLOXBASE 1 1 k 308
arrakis 62 BLOXBASE 1 1 c 328
arrakis 63 BLOXBASE 1 1 g 329
arrakis 64 BLOXBASE 1 1 c 330
arrakis 65 BLOXBASE 2 2 gggg 289,290,309,310
arrakis 66 BLOXBASE 1 1 g 331
arrakis 67 BLOXBASE 1 1 g 332
arrakis 68 BLOXBASE 2 1 gk 298,299
arrakis 69 BLOXBASE 2 1 gg 317,318
arrakis 70 BLOXBASE 2 2 gggg 338,339,358,359
arrakis 71 BLOXBASE 1 1 g 337
arrakis 72 BLOXBASE 1 1 g 336
arrakis 73 BLOXBASE 1 1 g 335
arrakis 74 BLOXBASE 1 2 gg 313,333
arrakis 75 BLOXBASE 1 2 gg 314,334
arrakis 76 BLOXBASE 1 1 g 315
arrakis 77 BLOXBASE 2 1 gg 291,292
arrakis 78 BLOXBASE 2 1 gg 293,294
arrakis 79 BLOXBASE 2 1 gg 295,296
arrakis 80 BLOXBASE 1 1 k 719
arrakis 81 BLOXBASE 1 1 k 718
arrakis 82 BLOXBASE 1 1 c 738
arrakis 83 BLOXBASE 1 1 c 739
arrakis 84 BLOXBASE 1 1 c 737
arrakis 85 BLOXBASE 1 1 c 717
arrakis 86 BLOXBASE 1 1 g 716
arrakis 87 BLOXBASE 1 1 c 736
arrakis 88 BLOXBASE 1 1 r 657,658,659,691
arrakis 92 BLOXBASE 1 1 g 685
arrakis 94 BLOXBASE 2 2 gkgg 661,662,681,682
arrakis 95 BLOXBASE 1 2 gk 660,680
arrakis 98 BLOXBASE 1 2 kk 619,639
arrakis 99 BLOXBASE 1 1 g 538
arrakis 100 BLOXBASE 1 1 g 539
arrakis 101 BLOXBASE 3 3 ggggggggg 557,558,559,577,578,579,597,598,599
arrakis 103 BLOXBASE 2 2 kkkk 652,653,672,673
arrakis 104 BLOXBASE 2 1 kc 692,693
arrakis 105 BLOXBASE 2 1 kk 689,690
arrakis 106 BLOXBASE 1 2 kk 674,694
arrakis 107 BLOXBASE 1 2 kc 675,695
arrakis 108 BLOXBASE 1 2 kg 677,697
arrakis 109 BLOXBASE 1 1 k 697
arrakis 110 BLOXBASE 2 1 kk 678,679
arrakis 111 BLOXBASE 2 1 kk 698,699
arrakis 112 BLOXBASE 1 2 gg 715,735
